scenario_id,model,mask_type,mask_seed,stations,variables,protocol,horizon_bin,horizon_order,minimum_horizon_days,maximum_horizon_days,hidden_cells,MAE,RMSE,climatology_MAE,skill
BLK1-S2-T-D090-test-R0113,persistence,block,113,S2,T,online_causal,8-30,4,8,30,23,1.734782592110012,1.806148911309262,0.9695651427559231,-0.7892377887874664
BLK1-S2-T-D090-test-R0113,persistence,block,113,S2,T,online_causal,31-90,5,31,90,60,5.160000014305115,5.286933593984499,0.6491666793823242,-6.948651984440737
BLK1-S2-T-D090-test-R0113,causal_gru,block,113,S2,T,online_causal,1,1,1,1,1,0.26927852630615234,0.26927852630615234,1.8000001907348633,0.8504008345709022
BLK1-S2-T-D090-test-R0113,causal_gru,block,113,S2,T,online_causal,2-3,2,2,3,2,0.42023801803588867,0.42041528879957485,1.575000286102295,0.7331822592389075
BLK1-S2-T-D090-test-R0113,causal_gru,block,113,S2,T,online_causal,4-7,3,4,7,4,0.7577736377716064,0.7959136329350567,1.3375000953674316,0.4334403112222325
BLK1-S2-T-D090-test-R0113,causal_gru,block,113,S2,T,online_causal,8-30,4,8,30,23,2.2804734188577402,2.400897374314082,0.9695651427559231,-1.3520579673230095
BLK1-S2-T-D090-test-R0113,causal_gru,block,113,S2,T,online_causal,31-90,5,31,90,60,6.798329329490661,6.962688859957593,0.6491666793823242,-9.472394140683878
BLK1-S2-T-D090-test-R0114,climatology,block,114,S2,T,online_causal,1,1,1,1,1,1.3000011444091797,1.3000011444091797,1.3000011444091797,0.0
BLK1-S2-T-D090-test-R0114,climatology,block,114,S2,T,online_causal,2-3,2,2,3,2,1.2000007629394531,1.2041602498626836,1.2000007629394531,0.0
BLK1-S2-T-D090-test-R0114,climatology,block,114,S2,T,online_causal,4-7,3,4,7,4,0.6499996185302734,0.7713624681180138,0.6499996185302734,0.0
BLK1-S2-T-D090-test-R0114,climatology,block,114,S2,T,online_causal,8-30,4,8,30,23,0.5913041985553243,0.7021704391909455,0.5913041985553243,0.0
BLK1-S2-T-D090-test-R0114,climatology,block,114,S2,T,online_causal,31-90,5,31,90,60,0.6425000190734863,0.7362348388081982,0.6425000190734863,0.0
BLK1-S2-T-D090-test-R0114,persistence,block,114,S2,T,online_causal,1,1,1,1,1,0.40000152587890625,0.40000152587890625,1.3000011444091797,0.6923067894215604
BLK1-S2-T-D090-test-R0114,persistence,block,114,S2,T,online_causal,2-3,2,2,3,2,0.40000152587890625,0.40000152587890625,1.2000007629394531,0.666665607029211
BLK1-S2-T-D090-test-R0114,persistence,block,114,S2,T,online_causal,4-7,3,4,7,4,0.40000009536743164,0.4183298992830963,0.6499996185302734,0.3846148767411902
BLK1-S2-T-D090-test-R0114,persistence,block,114,S2,T,online_causal,8-30,4,8,30,23,0.7869568700375764,0.8389956615936388,0.5913041985553243,-0.33088327794774863
BLK1-S2-T-D090-test-R0114,persistence,block,114,S2,T,online_causal,31-90,5,31,90,60,0.3183328946431478,0.3712586684676619,0.6425000190734863,0.5045402565089445
BLK1-S2-T-D090-test-R0114,causal_gru,block,114,S2,T,online_causal,1,1,1,1,1,0.8844261169433594,0.8844261169433594,1.3000011444091797,0.31967281663793423
BLK1-S2-T-D090-test-R0114,causal_gru,block,114,S2,T,online_causal,2-3,2,2,3,2,1.2499332427978516,1.25022830397592,1.2000007629394531,-0.04161037342683582
BLK1-S2-T-D090-test-R0114,causal_gru,block,114,S2,T,online_causal,4-7,3,4,7,4,0.9726724624633789,1.187170934858268,0.6499996185302734,-0.4964200512343486
BLK1-S2-T-D090-test-R0114,causal_gru,block,114,S2,T,online_causal,8-30,4,8,30,23,1.472549355548361,1.6172715370662547,0.5913041985553243,-1.4903414505530264
BLK1-S2-T-D090-test-R0114,causal_gru,block,114,S2,T,online_causal,31-90,5,31,90,60,1.2878799120585123,1.3319837191809931,0.6425000190734863,-1.0044822938926798
BLK1-S2-T-D090-test-R0115,climatology,block,115,S2,T,online_causal,1,1,1,1,1,1.5,1.5,1.5,0.0
BLK1-S2-T-D090-test-R0115,climatology,block,115,S2,T,online_causal,2-3,2,2,3,2,2.0749998092651367,2.0763547817846932,2.0749998092651367,0.0
BLK1-S2-T-D090-test-R0115,climatology,block,115,S2,T,online_causal,4-7,3,4,7,4,2.6499998569488525,2.651414571040114,2.6499998569488525,0.0
BLK1-S2-T-D090-test-R0115,climatology,block,115,S2,T,online_causal,8-30,4,8,30,23,0.7543478012084961,0.9634064966131664,0.7543478012084961,0.0
BLK1-S2-T-D090-test-R0115,climatology,block,115,S2,T,online_causal,31-90,5,31,90,60,0.5616666555404664,0.694142150476611,0.5616666555404664,0.0
BLK1-S2-T-D090-test-R0115,persistence,block,115,S2,T,online_causal,1,1,1,1,1,1.2000007629394531,1.2000007629394531,1.5,0.19999949137369788
BLK1-S2-T-D090-test-R0115,persistence,block,115,S2,T,online_causal,2-3,2,2,3,2,1.8500003814697266,1.8560714687202542,2.0749998092651367,0.10843346914576046
BLK1-S2-T-D090-test-R0115,persistence,block,115,S2,T,online_causal,4-7,3,4,7,4,2.6000003814697266,2.6000003814697266,2.6499998569488525,0.018867727614406027
BLK1-S2-T-D090-test-R0115,persistence,block,115,S2,T,online_causal,8-30,4,8,30,23,2.0391308328379756,2.3131950085299104,0.7543478012084961,-1.7031706456507254
BLK1-S2-T-D090-test-R0115,persistence,block,115,S2,T,online_causal,31-90,5,31,90,60,6.9600003639856975,7.226640886355219,0.5616666555404664,-11.391692288174745
BLK1-S2-T-D090-test-R0115,causal_gru,block,115,S2,T,online_causal,1,1,1,1,1,1.8483867645263672,1.8483867645263672,1.5,-0.23225784301757812
BLK1-S2-T-D090-test-R0115,causal_gru,block,115,S2,T,online_causal,2-3,2,2,3,2,1.5589284896850586,1.5589560322608282,2.0749998092651367,0.2487090925385893
BLK1-S2-T-D090-test-R0115,causal_gru,block,115,S2,T,online_causal,4-7,3,4,7,4,0.9152328968048096,0.9485339246512323,2.6499998569488525,0.6546290769016919
BLK1-S2-T-D090-test-R0115,causal_gru,block,115,S2,T,online_causal,8-30,4,8,30,23,0.6127863344938859,0.7316200528467386,0.7543478012084961,0.18766074016232692
BLK1-S2-T-D090-test-R0115,causal_gru,block,115,S2,T,online_causal,31-90,5,31,90,60,4.558303459485372,5.058717857065401,0.5616666555404664,-7.115673975872973
BLK1-S2-T-D090-test-R0116,climatology,block,116,S2,T,online_causal,1,1,1,1,1,0.1999988555908203,0.1999988555908203,0.1999988555908203,0.0
BLK1-S2-T-D090-test-R0116,climatology,block,116,S2,T,online_causal,2-3,2,2,3,2,0.2999992370605469,0.36055491594661904,0.2999992370605469,0.0
BLK1-S2-T-D090-test-R0116,climatology,block,116,S2,T,online_causal,4-7,3,4,7,4,0.7249999046325684,0.7762086856677727,0.7249999046325684,0.0
BLK1-S2-T-D090-test-R0116,climatology,block,116,S2,T,online_causal,8-30,4,8,30,23,0.7717390475065812,0.9132478150075681,0.7717390475065812,0.0
BLK1-S2-T-D090-test-R0116,climatology,block,116,S2,T,online_causal,31-90,5,31,90,60,0.953333322207133,1.0881942140966043,0.953333322207133,0.0
BLK1-S2-T-D090-test-R0116,persistence,block,116,S2,T,online_causal,1,1,1,1,1,0.2999992370605469,0.2999992370605469,0.1999988555908203,-0.5000047683988671
BLK1-S2-T-D090-test-R0116,persistence,block,116,S2,T,online_causal,2-3,2,2,3,2,0.19999980926513672,0.19999980926741046,0.2999992370605469,0.3333322736925092
BLK1-S2-T-D090-test-R0116,persistence,block,116,S2,T,online_causal,4-7,3,4,7,4,0.3250002861022949,0.37081005294842473,0.7249999046325684,0.5517236843403368
BLK1-S2-T-D090-test-R0116,persistence,block,116,S2,T,online_causal,8-30,4,8,30,23,1.226086823836617,1.3965794394854174,0.7717390475065812,-0.5887323931554225
BLK1-S2-T-D090-test-R0116,persistence,block,116,S2,T,online_causal,31-90,5,31,90,60,6.591666277249654,7.036156273680321,0.953333322207133,-5.914335336552379
BLK1-S2-T-D090-test-R0116,causal_gru,block,116,S2,T,online_causal,1,1,1,1,1,0.6409645080566406,0.6409645080566406,0.1999988555908203,-2.2048408785298075
BLK1-S2-T-D090-test-R0116,causal_gru,block,116,S2,T,online_causal,2-3,2,2,3,2,0.24746990203857422,0.3447435412084159,0.2999992370605469,0.1750982287043984
BLK1-S2-T-D090-test-R0116,causal_gru,block,116,S2,T,online_causal,4-7,3,4,7,4,0.26836156845092773,0.3509741420112838,0.7249999046325684,0.6298460637909545
BLK1-S2-T-D090-test-R0116,causal_gru,block,116,S2,T,online_causal,8-30,4,8,30,23,0.8051075313402258,1.0034776093180322,0.7717390475065812,-0.04323804003627285
BLK1-S2-T-D090-test-R0116,causal_gru,block,116,S2,T,online_causal,31-90,5,31,90,60,4.298936851819357,4.839584047731771,0.953333322207133,-3.509374372718419
BLK1-S2-T-D090-test-R0117,climatology,block,117,S2,T,online_causal,1,1,1,1,1,0.049999237060546875,0.049999237060546875,0.049999237060546875,0.0
BLK1-S2-T-D090-test-R0117,climatology,block,117,S2,T,online_causal,2-3,2,2,3,2,0.20000028610229492,0.22360701099814065,0.20000028610229492,0.0
BLK1-S2-T-D090-test-R0117,climatology,block,117,S2,T,online_causal,4-7,3,4,7,4,0.6749999523162842,0.687386270999991,0.6749999523162842,0.0
BLK1-S2-T-D090-test-R0117,climatology,block,117,S2,T,online_causal,8-30,4,8,30,23,1.0586957516877546,1.151039344694927,1.0586957516877546,0.0
BLK1-S2-T-D090-test-R0117,climatology,block,117,S2,T,online_causal,31-90,5,31,90,60,0.5975000063578287,0.6712861311964238,0.5975000063578287,0.0
BLK1-S2-T-D090-test-R0117,persistence,block,117,S2,T,online_causal,1,1,1,1,1,0.3000001907348633,0.3000001907348633,0.049999237060546875,-5.000095368886854
BLK1-S2-T-D090-test-R0117,persistence,block,117,S2,T,online_causal,2-3,2,2,3,2,0.3000001907348633,0.3000001907348633,0.20000028610229492,-0.4999988079088098
BLK1-S2-T-D090-test-R0117,persistence,block,117,S2,T,online_causal,4-7,3,4,7,4,0.8750002384185791,0.8930287311799135,0.6749999523162842,-0.2962967410827031
BLK1-S2-T-D090-test-R0117,persistence,block,117,S2,T,online_causal,8-30,4,8,30,23,2.3956523978191875,2.4381927366609646,1.0586957516877546,-1.26283367435836
BLK1-S2-T-D090-test-R0117,persistence,block,117,S2,T,online_causal,31-90,5,31,90,60,2.6933334986368815,2.7556609849433,0.5975000063578287,-3.5076710794608887
BLK1-S2-T-D090-test-R0117,causal_gru,block,117,S2,T,online_causal,1,1,1,1,1,0.20641040802001953,0.20641040802001953,0.049999237060546875,-3.1282711528191047
BLK1-S2-T-D090-test-R0117,causal_gru,block,117,S2,T,online_causal,2-3,2,2,3,2,0.22759246826171875,0.3000566907973104,0.20000028610229492,-0.13796071344273542
BLK1-S2-T-D090-test-R0117,causal_gru,block,117,S2,T,online_causal,4-7,3,4,7,4,0.16571688652038574,0.2264336669600966,0.6749999523162842,0.754493484108076
BLK1-S2-T-D090-test-R0117,causal_gru,block,117,S2,T,online_causal,8-30,4,8,30,23,1.5789079666137695,1.6953924913869685,1.0586957516877546,-0.49137083444105767
BLK1-S2-T-D090-test-R0117,causal_gru,block,117,S2,T,online_causal,31-90,5,31,90,60,2.0635575930277508,2.1679590691846853,0.5975000063578287,-2.4536528386109078
BLK1-S2-T-D090-test-R0118,climatology,block,118,S2,T,online_causal,1,1,1,1,1,0.39999961853027344,0.39999961853027344,0.39999961853027344,0.0
BLK1-S2-T-D090-test-R0118,climatology,block,118,S2,T,online_causal,2-3,2,2,3,2,0.6999998092651367,0.8602323714969274,0.6999998092651367,0.0
BLK1-S2-T-D090-test-R0118,climatology,block,118,S2,T,online_causal,4-7,3,4,7,4,0.4750000238418579,0.5267828188948899,0.4750000238418579,0.0
BLK1-S2-T-D090-test-R0118,climatology,block,118,S2,T,online_causal,8-30,4,8,30,23,0.4478259915890901,0.6203083783920986,0.4478259915890901,0.0
BLK1-S2-T-D090-test-R0118,climatology,block,118,S2,T,online_causal,31-90,5,31,90,60,0.6491666873296101,0.7228704451663983,0.6491666873296101,0.0
BLK1-S2-T-D090-test-R0118,persistence,block,118,S2,T,online_causal,1,1,1,1,1,0.6999998092651367,0.6999998092651367,0.39999961853027344,-0.7500011920940324
BLK1-S2-T-D090-test-R0118,persistence,block,118,S2,T,online_causal,2-3,2,2,3,2,1.0,1.2206554521941184,0.6999998092651367,-0.42857181782635756
BLK1-S2-T-D090-test-R0118,persistence,block,118,S2,T,online_causal,4-7,3,4,7,4,0.25,0.27386132228169907,0.4750000238418579,0.4736842369438855
BLK1-S2-T-D090-test-R0118,persistence,block,118,S2,T,online_causal,8-30,4,8,30,23,1.621739159459653,1.8397779212259662,0.4478259915890901,-2.6213600593055926
BLK1-S2-T-D090-test-R0118,persistence,block,118,S2,T,online_causal,31-90,5,31,90,60,5.48166663646698,5.819063464830233,0.6491666873296101,-7.444158863136025
BLK1-S2-T-D090-test-R0118,causal_gru,block,118,S2,T,online_causal,1,1,1,1,1,0.4183931350708008,0.4183931350708008,0.39999961853027344,-0.045983835204920886
BLK1-S2-T-D090-test-R0118,causal_gru,block,118,S2,T,online_causal,2-3,2,2,3,2,1.0099670886993408,1.285303245731551,0.6999998092651367,-0.44281051984801145
BLK1-S2-T-D090-test-R0118,causal_gru,block,118,S2,T,online_causal,4-7,3,4,7,4,0.9770187139511108,1.0431311732952204,0.4750000238418579,-1.05688139981313
BLK1-S2-T-D090-test-R0118,causal_gru,block,118,S2,T,online_causal,8-30,4,8,30,23,2.266574776690939,2.2903444992064594,0.4478259915890901,-4.061284559764166
BLK1-S2-T-D090-test-R0118,causal_gru,block,118,S2,T,online_causal,31-90,5,31,90,60,1.673506458600362,1.894222532213769,0.6491666873296101,-1.5779302777911184
BLK1-S2-T-D090-test-R0119,climatology,block,119,S2,T,online_causal,1,1,1,1,1,0.6999998092651367,0.6999998092651367,0.6999998092651367,0.0
BLK1-S2-T-D090-test-R0119,climatology,block,119,S2,T,online_causal,2-3,2,2,3,2,1.1000003814697266,1.1045365161585354,1.1000003814697266,0.0
BLK1-S2-T-D090-test-R0119,climatology,block,119,S2,T,online_causal,4-7,3,4,7,4,1.200000286102295,1.2124358248687466,1.200000286102295,0.0
BLK1-S2-T-D090-test-R0119,climatology,block,119,S2,T,online_causal,8-30,4,8,30,23,0.5782609193221383,0.6327992293829982,0.5782609193221383,0.0
BLK1-S2-T-D090-test-R0119,climatology,block,119,S2,T,online_causal,31-90,5,31,90,60,0.48166672388712567,0.5701608202867445,0.48166672388712567,0.0
BLK1-S2-T-D090-test-R0119,persistence,block,119,S2,T,online_causal,1,1,1,1,1,0.19999980926513672,0.19999980926513672,0.6999998092651367,0.7142859089131788
BLK1-S2-T-D090-test-R0119,persistence,block,119,S2,T,online_causal,2-3,2,2,3,2,0.10000038146972656,0.10000038146972656,1.1000003814697266,0.9090905938267816
BLK1-S2-T-D090-test-R0119,persistence,block,119,S2,T,online_causal,4-7,3,4,7,4,0.19999980926513672,0.24494874067677222,1.200000286102295,0.8333335320154353
BLK1-S2-T-D090-test-R0119,persistence,block,119,S2,T,online_causal,8-30,4,8,30,23,1.9782608695652173,2.0844142286735723,0.5782609193221383,-2.4210523372117514
BLK1-S2-T-D090-test-R0119,persistence,block,119,S2,T,online_causal,31-90,5,31,90,60,5.684999958674113,5.838364457974832,0.48166672388712567,-10.802766678161355
BLK1-S2-T-D090-test-R0119,causal_gru,block,119,S2,T,online_causal,1,1,1,1,1,1.7846670150756836,1.7846670150756836,0.6999998092651367,-1.5495250019414089
BLK1-S2-T-D090-test-R0119,causal_gru,block,119,S2,T,online_causal,2-3,2,2,3,2,1.168410062789917,1.1929504326283855,1.1000003814697266,-0.062190597814872906
BLK1-S2-T-D090-test-R0119,causal_gru,block,119,S2,T,online_causal,4-7,3,4,7,4,0.452661395072937,0.5264712051029871,1.200000286102295,0.6227822607082699
BLK1-S2-T-D090-test-R0119,causal_gru,block,119,S2,T,online_causal,8-30,4,8,30,23,0.4114235173101011,0.519393111929909,0.5782609193221383,0.2885157831651688
BLK1-S2-T-D090-test-R0119,causal_gru,block,119,S2,T,online_causal,31-90,5,31,90,60,1.380673090616862,1.7225445305390685,0.48166672388712567,-1.866448982555022
BLK1-S2-T-D090-test-R0120,climatology,block,120,S2,T,online_causal,1,1,1,1,1,0.5999999046325684,0.5999999046325684,0.5999999046325684,0.0
BLK1-S2-T-D090-test-R0120,climatology,block,120,S2,T,online_causal,2-3,2,2,3,2,0.4500000476837158,0.45276929903315793,0.4500000476837158,0.0
BLK1-S2-T-D090-test-R0120,climatology,block,120,S2,T,online_causal,4-7,3,4,7,4,0.5499999523162842,0.5522679990543953,0.5499999523162842,0.0
BLK1-S2-T-D090-test-R0120,climatology,block,120,S2,T,online_causal,8-30,4,8,30,23,0.5565217681553053,0.5893991403465465,0.5565217681553053,0.0
BLK1-S2-T-D090-test-R0120,climatology,block,120,S2,T,online_causal,31-90,5,31,90,60,0.7091666539510091,0.8249999951834869,0.7091666539510091,0.0
BLK1-S2-T-D090-test-R0120,persistence,block,120,S2,T,online_causal,1,1,1,1,1,0.0,0.0,0.5999999046325684,1.0
BLK1-S2-T-D090-test-R0120,persistence,block,120,S2,T,online_causal,2-3,2,2,3,2,0.04999995231628418,0.07071061068369713,0.4500000476837158,0.8888890066264463
BLK1-S2-T-D090-test-R0120,persistence,block,120,S2,T,online_causal,4-7,3,4,7,4,0.5499998331069946,0.5787916844889459,0.5499999523162842,2.1674418160255726e-07
BLK1-S2-T-D090-test-R0120,persistence,block,120,S2,T,online_causal,8-30,4,8,30,23,1.552173842554507,1.6036642215730608,0.5565217681553053,-1.7890622278791994
BLK1-S2-T-D090-test-R0120,persistence,block,120,S2,T,online_causal,31-90,5,31,90,60,2.198333255449931,2.4355354577281063,0.7091666539510091,-2.099882436945205
BLK1-S2-T-D090-test-R0120,causal_gru,block,120,S2,T,online_causal,1,1,1,1,1,0.8790383338928223,0.8790383338928223,0.5999999046325684,-0.46506412268704134
BLK1-S2-T-D090-test-R0120,causal_gru,block,120,S2,T,online_causal,2-3,2,2,3,2,0.7406013011932373,0.7452906699983153,0.4500000476837158,-0.6457804949251287
BLK1-S2-T-D090-test-R0120,causal_gru,block,120,S2,T,online_causal,4-7,3,4,7,4,0.35762345790863037,0.4095873442096779,0.5499999523162842,0.34977547470226933
BLK1-S2-T-D090-test-R0120,causal_gru,block,120,S2,T,online_causal,8-30,4,8,30,23,3.40815430102141,3.642260407280846,0.5565217681553053,-5.124026940254952
BLK1-S2-T-D090-test-R0120,causal_gru,block,120,S2,T,online_causal,31-90,5,31,90,60,6.1883738279342655,6.241519090710345,0.7091666539510091,-7.726261723470394
BLK1-P3-T-D090-test-R0101,climatology,block,101,P3,T,online_causal,1,1,1,1,1,1.1000003814697266,1.1000003814697266,1.1000003814697266,0.0
BLK1-P3-T-D090-test-R0101,climatology,block,101,P3,T,online_causal,2-3,2,2,3,2,0.9499998092651367,0.9513146990756103,0.9499998092651367,0.0
BLK1-P3-T-D090-test-R0101,climatology,block,101,P3,T,online_causal,4-7,3,4,7,4,0.6999998092651367,0.7106333121667782,0.6999998092651367,0.0
BLK1-P3-T-D090-test-R0101,climatology,block,101,P3,T,online_causal,8-30,4,8,30,23,1.4500000165856404,1.5134541554830416,1.4500000165856404,0.0
BLK1-P3-T-D090-test-R0101,climatology,block,101,P3,T,online_causal,31-90,5,31,90,60,1.8758332093556722,1.9099627823058398,1.8758332093556722,0.0
BLK1-P3-T-D090-test-R0101,persistence,block,101,P3,T,online_causal,1,1,1,1,1,0.2999992370605469,0.2999992370605469,1.1000003814697266,0.7272735154330461
BLK1-P3-T-D090-test-R0101,persistence,block,101,P3,T,online_causal,2-3,2,2,3,2,0.5499997138977051,0.5700874616212814,0.9499998092651367,0.4210528165019821
BLK1-P3-T-D090-test-R0101,persistence,block,101,P3,T,online_causal,4-7,3,4,7,4,1.0999996662139893,1.1202675016296946,0.6999998092651367,-0.5714285227717053
BLK1-P3-T-D090-test-R0101,persistence,block,101,P3,T,online_causal,8-30,4,8,30,23,1.9434778793998386,1.9610330542195118,1.4500000165856404,-0.3403295566686997
BLK1-P3-T-D090-test-R0101,persistence,block,101,P3,T,online_causal,31-90,5,31,90,60,3.588333018620809,3.626085723957074,1.8758332093556722,-0.9129275463959619
BLK1-P3-T-D090-test-R0101,causal_gru,block,101,P3,T,online_causal,1,1,1,1,1,2.5073843002319336,2.5073843002319336,1.1000003814697266,-1.2794394824497979
BLK1-P3-T-D090-test-R0101,causal_gru,block,101,P3,T,online_causal,2-3,2,2,3,2,2.262801170349121,2.26976128340046,0.9499998092651367,-1.3818964470103308
BLK1-P3-T-D090-test-R0101,causal_gru,block,101,P3,T,online_causal,4-7,3,4,7,4,1.1005053520202637,1.28555879171448,0.6999998092651367,-0.5721509312632238
BLK1-P3-T-D090-test-R0101,causal_gru,block,101,P3,T,online_causal,8-30,4,8,30,23,0.925514262655507,1.2546107661918975,1.4500000165856404,0.3617143089178414
BLK1-P3-T-D090-test-R0101,causal_gru,block,101,P3,T,online_causal,31-90,5,31,90,60,4.34780691464742,4.426001058758156,1.8758332093556722,-1.3178003742352145
BLK1-P3-T-D090-test-R0102,climatology,block,102,P3,T,online_causal,1,1,1,1,1,2.15000057220459,2.15000057220459,2.15000057220459,0.0
BLK1-P3-T-D090-test-R0102,climatology,block,102,P3,T,online_causal,2-3,2,2,3,2,2.2249999046325684,2.2251403507157295,2.2249999046325684,0.0
BLK1-P3-T-D090-test-R0102,climatology,block,102,P3,T,online_causal,4-7,3,4,7,4,2.3999998569488525,2.401041295733547,2.3999998569488525,0.0
BLK1-P3-T-D090-test-R0102,climatology,block,102,P3,T,online_causal,8-30,4,8,30,23,2.0521738632865576,2.066082143002496,2.0521738632865576,0.0
BLK1-P3-T-D090-test-R0102,climatology,block,102,P3,T,online_causal,31-90,5,31,90,60,1.2583331743876138,1.3925993250108661,1.2583331743876138,0.0
BLK1-P3-T-D090-test-R0102,persistence,block,102,P3,T,online_causal,1,1,1,1,1,0.0,0.0,2.15000057220459,1.0
BLK1-P3-T-D090-test-R0102,persistence,block,102,P3,T,online_causal,2-3,2,2,3,2,0.10000038146972656,0.10000038146972656,2.2249999046325684,0.9550560064018339
BLK1-P3-T-D090-test-R0102,persistence,block,102,P3,T,online_causal,4-7,3,4,7,4,0.27500033378601074,0.3427829943247453,2.3999998569488525,0.8854165207594547
BLK1-P3-T-D090-test-R0102,persistence,block,102,P3,T,online_causal,8-30,4,8,30,23,1.826087246770444,1.8861050887038358,2.0521738632865576,0.11016932851587713
BLK1-P3-T-D090-test-R0102,persistence,block,102,P3,T,online_causal,31-90,5,31,90,60,5.510000165303548,5.770297665556735,1.2583331743876138,-3.3788086314938575
BLK1-P3-T-D090-test-R0102,causal_gru,block,102,P3,T,online_causal,1,1,1,1,1,0.5690336227416992,0.5690336227416992,2.15000057220459,0.7353332691636367
BLK1-P3-T-D090-test-R0102,causal_gru,block,102,P3,T,online_causal,2-3,2,2,3,2,0.942103385925293,0.9475979301514624,2.2249999046325684,0.5765827297503323
BLK1-P3-T-D090-test-R0102,causal_gru,block,102,P3,T,online_causal,4-7,3,4,7,4,1.825547456741333,1.8444260412756015,2.3999998569488525,0.23935518101981368
BLK1-P3-T-D090-test-R0102,causal_gru,block,102,P3,T,online_causal,8-30,4,8,30,23,2.4310302734375,2.457720526823177,2.0521738632865576,-0.18461223823609352
BLK1-P3-T-D090-test-R0102,causal_gru,block,102,P3,T,online_causal,31-90,5,31,90,60,1.5918814977010092,1.8485510056596766,1.2583331743876138,-0.26507154869831795
BLK1-P3-T-D090-test-R0103,climatology,block,103,P3,T,online_causal,1,1,1,1,1,0.14999771118164062,0.14999771118164062,0.14999771118164062,0.0
BLK1-P3-T-D090-test-R0103,climatology,block,103,P3,T,online_causal,2-3,2,2,3,2,0.07499885559082031,0.10606439873899931,0.07499885559082031,0.0
BLK1-P3-T-D090-test-R0103,climatology,block,103,P3,T,online_causal,4-7,3,4,7,4,0.012500286102294922,0.025000572204589844,0.012500286102294922,0.0
BLK1-P3-T-D090-test-R0103,climatology,block,103,P3,T,online_causal,8-30,4,8,30,23,0.3695657149605129,0.43011688225454386,0.3695657149605129,0.0
BLK1-P3-T-D090-test-R0103,climatology,block,103,P3,T,online_causal,31-90,5,31,90,60,0.7333332697550455,0.8653032533489129,0.7333332697550455,0.0
BLK1-P3-T-D090-test-R0103,persistence,block,103,P3,T,online_causal,1,1,1,1,1,0.1999988555908203,0.1999988555908203,0.14999771118164062,-0.33334604918491384
BLK1-P3-T-D090-test-R0103,persistence,block,103,P3,T,online_causal,2-3,2,2,3,2,0.09999942779541016,0.1414205470178181,0.07499885559082031,-0.33334604918491384
BLK1-P3-T-D090-test-R0103,persistence,block,103,P3,T,online_causal,4-7,3,4,7,4,0.15000057220458984,0.17320574148183568,0.012500286102294922,-10.999771123402633
BLK1-P3-T-D090-test-R0103,persistence,block,103,P3,T,online_causal,8-30,4,8,30,23,0.747826451840608,0.7874012002515088,0.3695657149605129,-1.0235276746938262
BLK1-P3-T-D090-test-R0103,persistence,block,103,P3,T,online_causal,31-90,5,31,90,60,0.9883337656656901,1.1450622124132126,0.7333332697550455,-0.34772797911626463
BLK1-P3-T-D090-test-R0103,causal_gru,block,103,P3,T,online_causal,1,1,1,1,1,1.470458984375,1.470458984375,0.14999771118164062,-8.80320948093894
BLK1-P3-T-D090-test-R0103,causal_gru,block,103,P3,T,online_causal,2-3,2,2,3,2,0.6500873565673828,0.725290452008426,0.07499885559082031,-7.667963683527885
BLK1-P3-T-D090-test-R0103,causal_gru,block,103,P3,T,online_causal,4-7,3,4,7,4,0.8035945892333984,0.8049356307558094,0.012500286102294922,-63.286095746709904
BLK1-P3-T-D090-test-R0103,causal_gru,block,103,P3,T,online_causal,8-30,4,8,30,23,1.6793830705725628,1.8079474428971256,0.3695657149605129,-3.5442068963350684
BLK1-P3-T-D090-test-R0103,causal_gru,block,103,P3,T,online_causal,31-90,5,31,90,60,2.7955807367960612,2.8488510413255614,0.7333332697550455,-2.8121558806814613
BLK1-P3-T-D090-test-R0104,climatology,block,104,P3,T,online_causal,1,1,1,1,1,2.9499998092651367,2.9499998092651367,2.9499998092651367,0.0
BLK1-P3-T-D090-test-R0104,climatology,block,104,P3,T,online_causal,2-3,2,2,3,2,3.075000286102295,3.0751019112051514,3.075000286102295,0.0
BLK1-P3-T-D090-test-R0104,climatology,block,104,P3,T,online_causal,4-7,3,4,7,4,3.1000003814697266,3.10161287742467,3.1000003814697266,0.0
BLK1-P3-T-D090-test-R0104,climatology,block,104,P3,T,online_causal,8-30,4,8,30,23,2.458695701930834,2.498020994648423,2.458695701930834,0.0
BLK1-P3-T-D090-test-R0104,climatology,block,104,P3,T,online_causal,31-90,5,31,90,60,2.1016666412353517,2.4167988461049514,2.1016666412353517,0.0
BLK1-P3-T-D090-test-R0104,persistence,block,104,P3,T,online_causal,1,1,1,1,1,0.19999980926513672,0.19999980926513672,2.9499998092651367,0.9322034501029484
BLK1-P3-T-D090-test-R0104,persistence,block,104,P3,T,online_causal,2-3,2,2,3,2,0.2999997138977051,0.31622746443853933,3.075000286102295,0.9024391265088405
BLK1-P3-T-D090-test-R0104,persistence,block,104,P3,T,online_causal,4-7,3,4,7,4,0.6499996185302734,0.6557435179321783,3.1000003814697266,0.790322729501696
BLK1-P3-T-D090-test-R0104,persistence,block,104,P3,T,online_causal,8-30,4,8,30,23,1.773912761522376,1.8235176027616364,2.458695701930834,0.27851471813721895
BLK1-P3-T-D090-test-R0104,persistence,block,104,P3,T,online_causal,31-90,5,31,90,60,1.4816664059956868,1.5074810985521496,2.1016666412353517,0.29500408060682315
