criterion,c,method,released_units,released_networks,unit_coverage,network_coverage,network_balanced_regret,pooled_regret,selection_accuracy,top2_hit,top2_hit_pen_t09,abstention_cost_units,abstention_cost_networks,note
a_ambiguity_margin,0.3,gap_rule,432,42,0.3,1.0,0.1528543258542475,0.17699959715496233,0.49537037037037035,0.9837962962962963,,0.7,0.0,
a_ambiguity_margin,0.3,random,432,42,0.3,1.0,0.4747988608817916,0.4980797525016298,0.340162037037037,0.6730324074074072,,0.7,0.0,
a_ambiguity_margin,0.3,oracle,432,42,0.3,1.0,0.0,0.0,1.0,1.0,,0.7,0.0,
a_ambiguity_margin,0.4,proposed,576,42,0.4,1.0,0.11488453209157935,0.13629590977128686,0.5347222222222222,0.9947916666666666,0.8246527777777778,0.6,0.0,
a_ambiguity_margin,0.4,best_fixed,576,42,0.4,1.0,0.12692132731170253,0.146915545228233,0.6006944444444444,0.9583333333333334,,0.6,0.0,
a_ambiguity_margin,0.4,global_cv,576,42,0.4,1.0,0.12692132731170253,0.146915545228233,0.6006944444444444,0.9583333333333334,,0.6,0.0,
a_ambiguity_margin,0.4,per_net_cv,576,42,0.4,1.0,0.0681979690734145,0.05633613060338279,0.7100694444444444,0.9826388888888888,,0.6,0.0,
a_ambiguity_margin,0.4,gap_rule,576,42,0.4,1.0,0.13426204369348987,0.14654233220283167,0.4913194444444444,0.9861111111111112,,0.6,0.0,
a_ambiguity_margin,0.4,random,576,42,0.4,1.0,0.41313906359106045,0.41814092748540366,0.3363715277777778,0.6719618055555556,,0.6,0.0,
a_ambiguity_margin,0.4,oracle,576,42,0.4,1.0,0.0,0.0,1.0,1.0,,0.6,0.0,
a_ambiguity_margin,0.5,proposed,720,42,0.5,1.0,0.11467769174695361,0.13725048375493318,0.5166666666666667,0.9916666666666667,0.8375,0.5,0.0,
a_ambiguity_margin,0.5,best_fixed,720,42,0.5,1.0,0.13004415658870117,0.14911652391287306,0.5763888888888888,0.9583333333333334,,0.5,0.0,
